Cluster 2.5,Depth,ID,Session,Orientation Index,Orientation Cicular Variance,Direction Index,Direction Cicular Variance,Orientation tuning fit_R2,Orientation tuning BandWidth,SimpleComplexIndex,Vis Responsive,umap_x,umap_y,cluster 1.0,depth_scaled
4,-1963.971572,389,5,0.516847615,0.744350079,0.741599067,0.599769523,0.656300158,26.04149321,0.299756077,0,-3.213172436,7.543876648,6,
4,-1960.344969,396,5,0.26465498,0.92535038,0.478907153,0.891962423,0.70495802,9.204075026,0.509002634,0,-0.587738097,6.412750721,6,
3,-1999.256832,401,5,0.622503705,0.574519473,0.948883756,0.470135069,0.975057452,7.173728518,0.4869629,0,6.111162186,3.253204107,4,
0,-2076.297141,418,5,0.271406607,0.764296445,0.77170613,0.651155501,0.578212923,16.05274252,0.501173128,0,-2.926636934,9.835724831,7,
0,-2097.628931,428,5,0.336135757,0.854700688,0.778113359,0.659969299,0.626872857,7.317517178,1.395712614,0,-2.642674208,10.23866367,7,
3,-2139.736784,435,5,0.615171255,0.747948137,0.66464582,0.879893241,0.75064979,6.942674349,0.502794269,0,6.101200581,7.937016964,2,
2,-2138.505441,439,5,0.799491467,0.566082589,0.974803395,0.509469967,0.935152005,9.869412704,1.115242521,0,9.220159531,3.063550949,3,
4,-2156.535925,442,5,0.132576692,0.946990235,0.219127515,0.985794007,0.831437861,10.70381495,0.337936768,0,-2.744202852,6.285323143,6,
0,-2150,444,5,0.344888449,0.865981542,0.512180622,0.867547836,0.881790698,6.757461521,0.822000791,0,1.772299051,7.719885826,5,
1,-2166.756424,445,5,0.580884828,0.619702257,0.602915306,0.753435902,0.882446861,7.372049832,0.555647148,0,6.577759743,8.238349915,2,
0,-2169.194537,450,5,0.444065327,0.767931155,0.690141808,0.881642736,0.922951458,7.394389917,0.311823,0,2.701765776,7.738254547,5,
3,-2194.136193,451,5,0.333339363,0.743751157,0.310994387,0.948214415,0.880721842,10.61027055,0.561516638,0,7.898479462,6.505263329,8,
3,-2183.954835,453,5,0.152688348,0.95603621,0.61235662,0.869187386,0.514715914,9.049947771,0.451141376,0,5.712796688,5.809329033,8,
4,-2172.351192,454,5,0.332598105,0.940273278,0.420451036,0.831945397,0.482808331,10.00223522,0.389111537,0,2.139086008,6.965325356,8,
3,-2195.014048,458,5,0.619267906,0.777826052,0.501167116,0.885596399,0.647631344,6.106399263,0.649222395,0,5.070937634,6.148596764,8,
0,-2194.914853,459,5,0.476148264,0.832034488,0.036255002,0.918054292,0.428443281,4.623837951,0.377749803,0,0.41494903,8.934808731,1,
1,-2204.147138,461,5,0.369262444,0.828345508,0.994369334,0.665769706,0.577842656,90,0.429195363,0,8.736419678,8.356858253,2,
0,-2256.339988,479,5,0.222546976,0.897920841,0.227715483,0.901113705,0.56264573,9.594776785,0.947481586,0,2.56248498,7.626000404,5,
0,-2290,488,5,0.650165951,0.80794478,0.852068787,0.812517304,0.687945639,7.265703403,0.846224371,0,-3.050833225,10.09510136,7,
3,-2467.434226,501,5,0.804438777,0.399752523,0.771403605,0.597246989,0.925361693,7.233446761,1.29950049,0,4.442713737,7.202051163,8,
1,-2489.330333,503,5,0.554487135,0.820131101,0.650792431,0.8142693,0.986668316,7.035532821,0.252770748,0,8.7753582,8.274352074,2,
0,-2727.708352,522,5,0.848295711,0.479440787,0.870562553,0.691449045,0.891468282,11.10413685,1.594005672,0,0.351859957,7.984675407,1,
0,-2750,525,5,0.987173625,0.40606262,0.993545418,0.353464388,0.840892826,6.673631222,0.892029514,0,-0.004739268,7.982592106,1,
0,-2727.160143,527,5,0.645268807,0.67289195,0.982879867,0.576338365,0.916457316,6.392643287,0.91638639,0,0.034621652,7.955147743,1,
0,438.4810495,540,5,0.975328082,0.378722439,0.469559971,0.716026377,0.818657009,34.02854107,0.859321381,1,-3.316951752,9.998189926,7,488.8848949
0,349.1448449,541,5,0.970372405,0.277225377,0.697486069,0.626609644,0.997624578,9.467604773,1.022619783,1,-2.254592419,8.786384583,7,391.3527855
3,360.7674051,542,5,0.412504892,0.766459805,0.74202898,0.700615989,0.674898208,7.713329564,1.731396891,1,4.875773907,5.441944599,4,404.0416256
0,331.6558222,543,5,0.983086055,0.360906854,0.402863716,0.86009305,0.955233454,11.16798972,0.21127433,1,0.100219421,11.92440224,1,372.2592806
0,198.5833994,545,5,0.275529221,0.803771985,0.328739015,0.885814515,0.946667427,35.54660961,0.452288427,1,-1.280413508,9.675477028,7,238.5489032
1,149.3802825,547,5,0.767705088,0.553059584,0.151435744,0.933547636,0.982040388,33.43535615,1.331053631,1,3.398099422,11.12382793,2,178.1975013
4,117.167164,549,5,0.02230574,0.983870296,0.218559457,0.928031895,0.76594965,11.73675638,1.162422683,1,-2.44557023,5.584160328,6,138.6856375
3,87.67240311,553,5,0.29764386,0.865606397,0.667757055,0.804832045,0.698958687,6.212967882,1.895065062,1,4.89594841,7.469629765,8,102.508048
3,60.06953892,555,5,0.012168026,0.989339694,0.498579955,0.81794696,0.462847863,9.763999831,1.353049848,1,5.416004181,5.703995705,4,68.65101516
1,56.34110807,556,5,0.520108698,0.683980247,0.590432197,0.884434722,0.947796097,7.287221507,0.374108281,1,8.733034134,7.514423847,2,64.07780838
1,63.52503597,558,5,0.14410606,0.887456442,0.062209885,0.966489521,0.556056594,18.3056277,0.528279243,1,3.580354691,10.17917728,2,72.88944769
3,27.76852078,559,5,0.116453406,0.91758233,0.072405374,0.932560818,0.712591781,11.72185289,0.724351522,1,5.46771574,6.336779594,8,29.03133563
2,-11.57719321,560,5,0.911619439,0.479120279,0.546223893,0.725263815,0.790461325,10.91417466,1.741551773,1,10.60545635,4.953186512,4,-15.25891808
2,-30.65208906,562,5,0.695851286,0.568469774,0.286566706,0.787670403,0.935710632,30.31023357,1.475481135,1,10.74005699,5.713795185,2,-40.53267526
4,-132.8825892,564,5,0.43591609,0.753407054,0.283185567,0.87172269,0.685623962,15.02692646,0.754390621,1,-2.537016869,7.874218464,6,-175.9855164
1,-197.9824026,566,5,0.527567985,0.789181681,0.414381764,0.733780033,0.897085305,12.83249332,0.367245155,0,9.002293587,7.01850605,2,-262.2411316
2,-304.8350471,567,5,0.878078701,0.329096052,1,0.315051732,0.980926889,6.890176834,0.1,0,11.57759476,1.534312844,3,-403.8181977
2,-307.207845,568,5,0.605056299,0.729063411,0.835327723,0.844951433,0.512701225,6.23234411,0.78784902,0,11.35295105,2.232241631,3,-406.9620953
2,-1290.83371,579,5,0.540128186,0.855216326,0.663944795,0.954791919,0.775526351,5.612530239,0.464962689,0,11.0352602,2.740315676,3,
0,-1456.251914,582,5,0.144606639,0.982503553,0.409075234,0.905266329,0.708984299,7.923242061,1.027543423,0,-1.066715956,8.545555115,1,
3,-1624.178754,589,5,0.860183306,0.348352758,1,0.252395748,0.995075123,7.41709899,0.340710491,0,4.526941776,6.21323061,8,
0,-1661.421472,597,5,0.768407941,0.59134639,0.941355178,0.51698736,0.979574964,7.050326395,0.112095593,0,0.826188147,9.972201347,1,
0,-1665.001657,598,5,0.775343405,0.494684602,0.83870217,0.415146152,0.809055652,6.587475949,0.228346114,0,2.370667219,12.41011143,0,
0,-1688.361197,599,5,0.823099631,0.39836325,0.953707372,0.368847146,0.997408638,7.653781911,0.244841455,0,1.843645334,7.972049713,5,
0,-1690.61375,600,5,0.432263804,0.74851208,0.730134208,0.785330689,0.871433836,11.69171427,0.875719041,0,1.787273169,8.222556114,5,
0,-1742.22525,601,5,0.306481178,0.867866724,0.57750173,0.811393374,0.52114795,8.210068685,1.057331464,0,-2.557142019,9.89024353,7,
0,-1740.669632,602,5,0.682446817,0.803119657,0.61424775,0.728088416,0.67140013,6.371898461,0.630409938,0,0.034561917,8.676025391,1,
4,-1864.841734,605,5,0.163158308,0.887589657,0.307295951,0.923288684,0.664165886,9.640057614,0.638982851,0,-2.557988644,4.799446106,6,
4,-1835.89739,606,5,0.033745944,0.978808534,0.184524003,0.963222204,0.590032506,8.728307114,0.131843359,0,-3.25664854,6.541055202,6,
4,-1958.853558,609,5,0.267618754,0.923481807,0.780180749,0.675781334,0.486326507,5.967672513,0.544622087,0,-1.099458933,6.612054348,6,
0,-1977.055854,611,5,0.767284636,0.427219524,0.753770095,0.907500536,0.956820905,9.028339952,0.655205708,0,-0.010299906,9.379470825,1,
3,-2231.05079,619,5,0.850276087,0.701656051,0.632213206,0.647043775,0.848586242,6.620596729,0.668260285,0,4.989424229,4.441587925,4,
0,-2284.829705,620,5,0.59130044,0.801392848,0.750093322,0.735853433,0.613204849,5.983814989,0.408509921,0,-2.027025461,8.797677994,7,
0,-2510,622,5,0.977965757,0.070221794,0.94700444,0.167455242,0.998557127,7.246217954,0.188181406,0,-1.70502317,9.15180397,7,
0,-2727.848923,624,5,0.602599919,0.8636528,0.760678855,0.767717129,0.554371936,6.319591326,1.605811947,0,-0.28739354,9.383111,1,
0,-2728.158608,625,5,0.498380238,0.970966363,0.617485194,0.974629286,0.754086661,5.877960174,0.879906326,0,-1.206877351,9.409899712,7,
0,-2720.203291,626,5,0.595957272,0.638544656,1,0.37820746,0.933570663,7.937852055,1.327322647,0,-1.515321374,9.537896156,7,
3,143.9177015,629,5,0.936972255,0.301176791,0.509679029,0.642454819,0.995393031,17.60014438,1.532549934,1,7.039583206,4.64063549,4,171.4972263
3,-9.855719595,633,5,0.439474595,0.700671536,0.156225337,0.953611566,0.813419926,21.43232807,1.362513661,1,9.343800545,4.456872463,4,-12.97800884
2,-0.060809992,634,5,0.617305651,0.568770764,0.377317368,0.8757947,0.918761461,11.63862926,1.340426603,1,10.80811882,4.966240406,4,0
3,-33.62408563,635,5,0.352662665,0.848871005,0.158798447,0.91936021,0.882700124,90,0.316492896,1,7.711475372,6.840247631,8,-44.47049595
3,-1614.516789,643,5,0.959662741,0.356252401,0.706400996,0.580743579,0.958136604,6.924347009,0.875719041,0,4.750781536,5.400405884,4,
0,-1663.308033,647,5,0.922704394,0.419148619,0.542239897,0.711961841,0.970453788,6.83121759,0.1,0,0.573163569,9.49552536,1,
1,-11.14392559,652,5,0.014672841,0.915121677,0.656592343,0.798078376,0.654464132,10.16178025,0.383901377,1,6.660128117,9.941293716,2,-14.68484937
0,394.8300869,657,5,0.993029521,0.200335878,0.547538931,0.601102295,0.984505948,13.78371071,0.108733224,1,-2.267650366,8.551438332,7,441.2292946
4,-134.2105006,661,5,0.245372159,0.871199857,0.642196648,0.722232163,0.329476176,6.630914375,1.381140788,1,-2.098345041,5.906413078,6,-177.7449656
0,-1370.255282,665,5,0.661080508,0.669929916,0.596144612,0.709627908,0.947182867,7.055710288,0.65655305,0,-1.397465467,10.16664791,7,
4,-1510,666,5,0.246984252,0.823802639,0.590304945,0.68079234,0.751643038,6.521967614,1.011415959,0,-3.444610119,7.208076477,6,
4,-1963.960485,672,5,0.330732138,0.921561858,0.283741937,0.850199506,0.491890055,6.268430318,0.676428408,0,-0.622598231,5.759940147,6,
4,-1968.985952,673,5,0.671820375,0.884795234,0.992575471,0.640501291,0.817512554,7.887548227,1.08198668,0,-1.389506698,5.294373989,6,
1,196.0743119,674,5,0.473463189,0.667623148,0.263231257,0.774484517,0.911677568,90,0.37622528,1,3.716687441,11.46474934,2,235.4713147
0,-1330.057592,676,5,0.307067813,0.959091406,0.953474708,0.818238606,0.718165093,6.880529419,1.511640314,0,3.355577469,9.227843285,5,
